##Name	Total_Item	Num_item	Num_list	Num_list_item	Ori_p	Adj_p	Enrich_score	Gene_list	Group_ID
REACTOME_CELL_CELL_COMMUNICATION	7829	120	200	3	0.59545348	1	0.978625	CDH10,CDH12,F11R	GSE14548
BIOCARTA_CARM_ER_PATHWAY	7829	35	200	1	0.59771013	1	1.11842857142857	NRIP1	GSE14548
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	7829	79	200	2	0.60350884	1	0.991012658227848	FGB,F11R	GSE14548
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	7829	122	200	3	0.60627803	1	0.962581967213115	HIST1H3C,HIST1H2BD,HIST1H3G	GSE14548
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	7829	36	200	1	0.60773496	1	1.08736111111111	FGB	GSE14548
BIOCARTA_TOLL_PATHWAY	7829	37	200	1	0.61750876	1	1.05797297297297	TLR2	GSE14548
BIOCARTA_PAR1_PATHWAY	7829	37	200	1	0.61750876	1	1.05797297297297	ARHGEF10	GSE14548
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	7829	38	200	1	0.62703786	1	1.03013157894737	GLB1	GSE14548
REACTOME_G1_PHASE	7829	38	200	1	0.62703786	1	1.03013157894737	CDK6	GSE14548
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	7829	38	200	1	0.62703786	1	1.03013157894737	AGPAT3	GSE14548
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	7829	38	200	1	0.62703786	1	1.03013157894737	CHRM5	GSE14548
REACTOME_GAB1_SIGNALOSOME	7829	38	200	1	0.62703786	1	1.03013157894737	EGF	GSE14548
REACTOME_MEMBRANE_TRAFFICKING	7829	129	200	3	0.64259965	1	0.910348837209302	VAMP8,COPB2,COPG	GSE14548
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	7829	40	200	1	0.64538639	1	0.978625	DBNL	GSE14548
KEGG_SPHINGOLIPID_METABOLISM	7829	40	200	1	0.64538639	1	0.978625	GLB1	GSE14548
REACTOME_NETRIN1_SIGNALING	7829	41	200	1	0.65421768	1	0.954756097560976	SIAH2	GSE14548
KEGG_ERBB_SIGNALING_PATHWAY	7829	87	200	2	0.65427244	1	0.899885057471264	PAK3,EGF	GSE14548
KEGG_RIBOSOME	7829	88	200	2	0.66023522	1	0.889659090909091	RPS9,RPS19	GSE14548
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	7829	88	200	2	0.66023522	1	0.889659090909091	ADCYAP1,FZD7	GSE14548
REACTOME_BETA_DEFENSINS	7829	42	200	1	0.66282797	1	0.93202380952381	TLR2	GSE14548
KEGG_BLADDER_CANCER	7829	42	200	1	0.66282797	1	0.93202380952381	EGF	GSE14548
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	7829	89	200	2	0.66611424	1	0.879662921348315	EGF,FGB	GSE14548
KEGG_PROSTATE_CANCER	7829	89	200	2	0.66611424	1	0.879662921348315	TCF7L1,EGF	GSE14548
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	7829	44	200	1	0.67940763	1	0.889659090909091	EGF	GSE14548
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	7829	44	200	1	0.67940763	1	0.889659090909091	NANS	GSE14548
KEGG_LYSINE_DEGRADATION	7829	44	200	1	0.67940763	1	0.889659090909091	BBOX1	GSE14548
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	7829	270	200	6	0.68643276	1	0.869888888888889	IFI6,CASP1,GHR,IFNAR2,IRF9,IFI27	GSE14548
BIOCARTA_BIOPEPTIDES_PATHWAY	7829	45	200	1	0.68738770	1	0.869888888888889	STAT4	GSE14548
BIOCARTA_KERATINOCYTE_PATHWAY	7829	46	200	1	0.69516817	1	0.850978260869565	EGF	GSE14548
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	7829	46	200	1	0.69516817	1	0.850978260869565	DNAJC3	GSE14548
KEGG_NOTCH_SIGNALING_PATHWAY	7829	47	200	1	0.70275405	1	0.832872340425532	PSEN2	GSE14548
KEGG_TYPE_II_DIABETES_MELLITUS	7829	47	200	1	0.70275405	1	0.832872340425532	PKM2	GSE14548
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	7829	48	200	1	0.71015025	1	0.815520833333333	DDX6	GSE14548
REACTOME_PI_METABOLISM	7829	48	200	1	0.71015025	1	0.815520833333333	MTMR2	GSE14548
REACTOME_PACKAGING_OF_TELOMERE_ENDS	7829	48	200	1	0.71015025	1	0.815520833333333	HIST1H2BD	GSE14548
KEGG_GLYCEROLIPID_METABOLISM	7829	49	200	1	0.71736151	1	0.798877551020408	AGPAT3	GSE14548
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	7829	49	200	1	0.71736151	1	0.798877551020408	SLC1A1	GSE14548
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	7829	49	200	1	0.71736151	1	0.798877551020408	CHST9	GSE14548
REACTOME_DEFENSINS	7829	51	200	1	0.73124772	1	0.767549019607843	TLR2	GSE14548
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	7829	102	200	2	0.73517255	1	0.767549019607843	IFNAR2,TLR2	GSE14548
KEGG_MELANOGENESIS	7829	102	200	2	0.73517255	1	0.767549019607843	TCF7L1,FZD7	GSE14548
REACTOME_PHOSPHOLIPID_METABOLISM	7829	198	200	4	0.74286865	1	0.790808080808081	AGPAT3,GLB1,MTMR2,CERS2	GSE14548
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	7829	53	200	1	0.74444847	1	0.738584905660377	VAMP8	GSE14548
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	7829	53	200	1	0.74444847	1	0.738584905660377	CASP1	GSE14548
KEGG_INOSITOL_PHOSPHATE_METABOLISM	7829	54	200	1	0.75080248	1	0.724907407407407	PIP4K2C	GSE14548
KEGG_ARGININE_AND_PROLINE_METABOLISM	7829	54	200	1	0.75080248	1	0.724907407407407	P4HA2	GSE14548
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	7829	56	200	1	0.76303824	1	0.699017857142857	CASP1	GSE14548
BIOCARTA_HIVNEF_PATHWAY	7829	58	200	1	0.77467038	1	0.674913793103448	PSEN2	GSE14548
KEGG_RNA_DEGRADATION	7829	59	200	1	0.78026949	1	0.663474576271186	DDX6	GSE14548
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	7829	59	200	1	0.78026949	1	0.663474576271186	CKAP5	GSE14548
KEGG_ACUTE_MYELOID_LEUKEMIA	7829	60	200	1	0.78572881	1	0.652416666666667	TCF7L1	GSE14548
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	7829	60	200	1	0.78572881	1	0.652416666666667	VAMP8	GSE14548
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	7829	60	200	1	0.78572881	1	0.652416666666667	PSEN2	GSE14548
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	7829	62	200	1	0.79624196	1	0.631370967741936	PKM2	GSE14548
KEGG_COLORECTAL_CANCER	7829	62	200	1	0.79624196	1	0.631370967741936	TCF7L1	GSE14548
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	7829	216	200	4	0.79884026	1	0.724907407407407	EGF,CHRM5,PAK3,PIP4K2C	GSE14548
REACTOME_INTERFERON_GAMMA_SIGNALING	7829	63	200	1	0.80130255	1	0.621349206349206	IRF9	GSE14548
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	7829	63	200	1	0.80130255	1	0.621349206349206	F11R	GSE14548
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	7829	169	200	3	0.80391568	1	0.694881656804734	RPS9,RPS19,DNAJC3	GSE14548
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	7829	64	200	1	0.80623684	1	0.611640625	HIST1H2BD	GSE14548
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	7829	66	200	1	0.81573914	1	0.593106060606061	CKAP5	GSE14548
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	7829	176	200	3	0.82468843	1	0.667244318181818	EIF3D,RPS9,RPS19	GSE14548
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	7829	68	200	1	0.82477322	1	0.575661764705882	F11R	GSE14548
REACTOME_GLUCOSE_METABOLISM	7829	69	200	1	0.82912198	1	0.56731884057971	PKM2	GSE14548
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	7829	70	200	1	0.83336229	1	0.559214285714286	C3	GSE14548
KEGG_RENAL_CELL_CARCINOMA	7829	70	200	1	0.83336229	1	0.559214285714286	PAK3	GSE14548
REACTOME_SIGNALING_BY_NOTCH1	7829	70	200	1	0.83336229	1	0.559214285714286	PSEN2	GSE14548
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	7829	72	200	1	0.84152835	1	0.543680555555556	NR2F2	GSE14548
REACTOME_MEIOTIC_SYNAPSIS	7829	73	200	1	0.84545934	1	0.536232876712329	HIST1H2BD	GSE14548
KEGG_VIRAL_MYOCARDITIS	7829	73	200	1	0.84545934	1	0.536232876712329	DMD	GSE14548
KEGG_CHRONIC_MYELOID_LEUKEMIA	7829	73	200	1	0.84545934	1	0.536232876712329	CDK6	GSE14548
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	7829	132	200	2	0.84907896	1	0.593106060606061	HIST1H3C,HIST1H3G	GSE14548
REACTOME_TELOMERE_MAINTENANCE	7829	75	200	1	0.85302982	1	0.521933333333333	HIST1H2BD	GSE14548
KEGG_ADHERENS_JUNCTION	7829	75	200	1	0.85302982	1	0.521933333333333	TCF7L1	GSE14548
KEGG_CELL_ADHESION_MOLECULES_CAMS	7829	134	200	2	0.85479266	1	0.584253731343284	SELPLG,F11R	GSE14548
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	7829	76	200	1	0.85667416	1	0.515065789473684	PIP4K2C	GSE14548
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	7829	77	200	1	0.86022769	1	0.508376623376623	AGPAT3	GSE14548
REACTOME_UNFOLDED_PROTEIN_RESPONSE	7829	80	200	1	0.87036591	1	0.4893125	DNAJC3	GSE14548
REACTOME_METABOLISM_OF_CARBOHYDRATES	7829	247	200	4	0.87160719	1	0.633927125506073	PKM2,GLB1,HS3ST4,CHST9	GSE14548
REACTOME_MITOTIC_G2_G2_M_PHASES	7829	81	200	1	0.87357839	1	0.483271604938272	CKAP5	GSE14548
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	7829	81	200	1	0.87357839	1	0.483271604938272	PSEN2	GSE14548
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	7829	82	200	1	0.87671088	1	0.477378048780488	AGPAT3	GSE14548
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	7829	83	200	1	0.87976538	1	0.471626506024096	TLR2	GSE14548
KEGG_SMALL_CELL_LUNG_CANCER	7829	84	200	1	0.88274383	1	0.466011904761905	CDK6	GSE14548
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	7829	85	200	1	0.88564814	1	0.460529411764706	DMD	GSE14548
REACTOME_INFLUENZA_LIFE_CYCLE	7829	203	200	3	0.88791067	1	0.578497536945813	RPS9,RPS19,DNAJC3	GSE14548
REACTOME_APOPTOSIS	7829	148	200	2	0.88951921	1	0.528986486486486	DBNL,HIST1H1C	GSE14548
REACTOME_MITOTIC_PROMETAPHASE	7829	87	200	1	0.89124172	1	0.449942528735632	CKAP5	GSE14548
KEGG_WNT_SIGNALING_PATHWAY	7829	151	200	2	0.89587349	1	0.518476821192053	TCF7L1,FZD7	GSE14548
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	7829	89	200	1	0.89656038	1	0.439831460674157	SLC22A15	GSE14548
KEGG_GAP_JUNCTION	7829	90	200	1	0.89912090	1	0.434944444444444	EGF	GSE14548
REACTOME_PEPTIDE_CHAIN_ELONGATION	7829	153	200	2	0.89991743	1	0.511699346405229	RPS9,RPS19	GSE14548
REACTOME_TRANSCRIPTION	7829	210	200	3	0.90053511	1	0.559214285714286	HIST1H3C,HIST1H2BD,HIST1H3G	GSE14548
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	7829	91	200	1	0.90161772	1	0.430164835164835	F11R	GSE14548
KEGG_DILATED_CARDIOMYOPATHY	7829	92	200	1	0.90405244	1	0.425489130434783	DMD	GSE14548
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	7829	267	200	4	0.90533317	1	0.586441947565543	EGF,GHR,IFNAR2,IL25	GSE14548
REACTOME_ACTIVATED_TLR4_SIGNALLING	7829	93	200	1	0.90642662	1	0.420913978494624	TLR2	GSE14548
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	7829	94	200	1	0.90874177	1	0.416436170212766	SLC1A1	GSE14548
KEGG_PURINE_METABOLISM	7829	159	200	2	0.91118054	1	0.492389937106918	AK1,PKM2	GSE14548
KEGG_PYRIMIDINE_METABOLISM	7829	98	200	1	0.91744097	1	0.399438775510204	DUT	GSE14548
REACTOME_TRANSLATION	7829	222	200	3	0.91919893	1	0.528986486486486	EIF3D,RPS9,RPS19	GSE14548
REACTOME_INNATE_IMMUNE_SYSTEM	7829	279	200	4	0.92153927	1	0.561218637992832	CARD9,CASP1,C3,TLR2	GSE14548
REACTOME_SIGNALING_BY_ERBB2	7829	101	200	1	0.92341421	1	0.387574257425743	EGF	GSE14548
REACTOME_SIGNALING_BY_NOTCH	7829	103	200	1	0.92715316	1	0.38004854368932	PSEN2	GSE14548
REACTOME_SIGNALING_BY_ILS	7829	107	200	1	0.93408990	1	0.365841121495327	CASP1	GSE14548
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	7829	108	200	1	0.93571781	1	0.362453703703704	PAK3	GSE14548
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	7829	176	200	2	0.93693251	1	0.444829545454545	RPS9,RPS19	GSE14548
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	7829	109	200	1	0.93730532	1	0.359128440366973	EGF	GSE14548
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	7829	179	200	2	0.94066459	1	0.437374301675978	RPS9,RPS19	GSE14548
REACTOME_DNA_REPAIR	7829	112	200	1	0.94183537	1	0.349508928571429	ALKBH2	GSE14548
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	7829	241	200	3	0.94225653	1	0.487282157676349	SLC1A1,SLC22A15,SLC35A2	GSE14548
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	7829	184	200	2	0.94641920	1	0.425489130434783	GPR65,CHRM5	GSE14548
REACTOME_TOLL_RECEPTOR_CASCADES	7829	118	200	1	0.94993297	1	0.331737288135593	TLR2	GSE14548
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	7829	118	200	1	0.94993297	1	0.331737288135593	F11R	GSE14548
KEGG_LYSOSOME	7829	121	200	1	0.95354670	1	0.323512396694215	GLB1	GSE14548
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	7829	121	200	1	0.95354670	1	0.323512396694215	ADCYAP1	GSE14548
REACTOME_CHROMOSOME_MAINTENANCE	7829	122	200	1	0.95469208	1	0.320860655737705	HIST1H2BD	GSE14548
KEGG_CELL_CYCLE	7829	128	200	1	0.96099252	1	0.3058203125	CDK6	GSE14548
KEGG_AXON_GUIDANCE	7829	129	200	1	0.96195349	1	0.303449612403101	PAK3	GSE14548
KEGG_FOCAL_ADHESION	7829	201	200	2	0.96223686	1	0.389502487562189	EGF,PAK3	GSE14548
KEGG_PATHWAYS_IN_CANCER	7829	328	200	4	0.96471586	1	0.477378048780488	CDK6,TCF7L1,FZD7,EGF	GSE14548
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	7829	205	200	2	0.96524246	1	0.38190243902439	GPR65,CHRM5	GSE14548
REACTOME_DIABETES_PATHWAYS	7829	133	200	1	0.96556530	1	0.294323308270677	DNAJC3	GSE14548
KEGG_TIGHT_JUNCTION	7829	134	200	1	0.96641309	1	0.292126865671642	F11R	GSE14548
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	7829	208	200	2	0.96734325	1	0.376394230769231	EGF,FGB	GSE14548
REACTOME_MITOTIC_G1_G1_S_PHASES	7829	137	200	1	0.96883269	1	0.285729927007299	CDK6	GSE14548
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	7829	137	200	1	0.96883269	1	0.285729927007299	ADCYAP1	GSE14548
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	7829	137	200	1	0.96883269	1	0.285729927007299	IFNAR2	GSE14548
REACTOME_SIGNALLING_BY_NGF	7829	217	200	2	0.97293281	1	0.360783410138249	PSEN2,ADCYAP1	GSE14548
REACTOME_METABOLISM_OF_MRNA	7829	284	200	3	0.97370057	1	0.413503521126761	DDX6,RPS9,RPS19	GSE14548
REACTOME_GPCR_LIGAND_BINDING	7829	408	200	5	0.97527598	1	0.479718137254902	FZD7,GPR65,CHRM5,ADCYAP1,C3	GSE14548
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	7829	305	200	3	0.98227964	1	0.385032786885246	GPR65,CHRM5,C3	GSE14548
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	7829	168	200	1	0.98558306	1	0.233005952380952	AGPAT3	GSE14548
KEGG_ALZHEIMERS_DISEASE	7829	169	200	1	0.98593649	1	0.231627218934911	PSEN2	GSE14548
REACTOME_MITOTIC_M_M_G1_PHASES	7829	172	200	1	0.98694541	1	0.227587209302326	CKAP5	GSE14548
KEGG_CALCIUM_SIGNALING_PATHWAY	7829	178	200	1	0.98875037	1	0.219915730337079	CHRM5	GSE14548
REACTOME_METABOLISM_OF_RNA	7829	330	200	3	0.98900752	1	0.355863636363636	DDX6,RPS9,RPS19	GSE14548
KEGG_ENDOCYTOSIS	7829	183	200	1	0.99006151	1	0.213907103825137	EGF	GSE14548
REACTOME_HEMOSTASIS	7829	466	200	5	0.99041038	1	0.420010729613734	EGF,HIST1H3G,F11R,FGB,HIST1H3C	GSE14548
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	7829	186	200	1	0.99077331	1	0.210456989247312	SLC1A1	GSE14548
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	7829	188	200	1	0.99121916	1	0.208218085106383	C3	GSE14548
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	7829	272	200	2	0.99156290	1	0.287830882352941	CHRM5,GHR	GSE14548
REACTOME_DNA_REPLICATION	7829	192	200	1	0.99204698	1	0.203880208333333	CKAP5	GSE14548
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	7829	195	200	1	0.99261597	1	0.20074358974359	C3	GSE14548
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	7829	200	200	1	0.99347488	1	0.195725	BBOX1	GSE14548
REACTOME_DEVELOPMENTAL_BIOLOGY	7829	396	200	3	0.99697795	1	0.29655303030303	SIAH2,NKX6-1,NR2F2	GSE14548
REACTOME_CELL_CYCLE_MITOTIC	7829	325	200	2	0.99731386	1	0.240892307692308	CDK6,CKAP5	GSE14548
REACTOME_OLFACTORY_SIGNALING_PATHWAY	7829	328	200	2	0.99748348	1	0.238689024390244	OR51I2,OR2F1	GSE14548
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	7829	478	200	4	0.99755101	1	0.327573221757322	CERS2,AGPAT3,GLB1,MTMR2	GSE14548
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	7829	413	200	3	0.99784540	1	0.284346246973366	SLC1A1,SLC22A15,SLC35A2	GSE14548
REACTOME_AXON_GUIDANCE	7829	251	200	1	0.99814358	1	0.155956175298805	SIAH2	GSE14548
REACTOME_CELL_CYCLE	7829	421	200	3	0.99816375	1	0.278942992874109	CDK6,CKAP5,HIST1H2BD	GSE14548
KEGG_MAPK_SIGNALING_PATHWAY	7829	267	200	1	0.99874654	1	0.146610486891386	EGF	GSE14548
REACTOME_NEURONAL_SYSTEM	7829	279	200	1	0.99906588	1	0.140304659498208	SLC1A1	GSE14548
KEGG_OLFACTORY_TRANSDUCTION	7829	389	200	2	0.99933679	1	0.201259640102828	OR51I2,OR2F1	GSE14548
REACTOME_METABOLISM_OF_PROTEINS	7829	518	200	3	0.99974275	1	0.226708494208494	RPS19,EIF3D,RPS9	GSE14548
REACTOME_IMMUNE_SYSTEM	7829	933	200	9	0.99968608	1	0.377604501607717	IFI6,GHR,C3,IFI27,CARD9,CASP1,IFNAR2,TLR2,IRF9	GSE14548
REACTOME_GPCR_DOWNSTREAM_SIGNALING	7829	805	200	6	0.99991347	1	0.29176397515528	GPR65,CHRM5,ADCYAP1,C3,OR2F1,OR51I2	GSE14548
REACTOME_SIGNALING_BY_GPCR	7829	920	200	7	0.99995870	1	0.297842391304348	GPR65,CHRM5,ADCYAP1,C3,OR2F1,FZD7,OR51I2	GSE14548
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	7829	34	200	0	1.00000000	1	0		GSE14548
REACTOME_DEADENYLATION_OF_MRNA	7829	22	200	0	1.00000000	1	0		GSE14548
REACTOME_SIGNALING_BY_PDGF	7829	122	200	0	1.00000000	1	0		GSE14548
BIOCARTA_KREB_PATHWAY	7829	8	200	0	1.00000000	1	0		GSE14548
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	7829	59	200	0	1.00000000	1	0		GSE14548
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	7829	31	200	0	1.00000000	1	0		GSE14548
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	7829	25	200	0	1.00000000	1	0		GSE14548
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	7829	11	200	0	1.00000000	1	0		GSE14548
BIOCARTA_MET_PATHWAY	7829	37	200	0	1.00000000	1	0		GSE14548
BIOCARTA_IL1R_PATHWAY	7829	33	200	0	1.00000000	1	0		GSE14548
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	7829	14	200	0	1.00000000	1	0		GSE14548
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	7829	15	200	0	1.00000000	1	0		GSE14548
BIOCARTA_RELA_PATHWAY	7829	16	200	0	1.00000000	1	0		GSE14548
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	7829	25	200	0	1.00000000	1	0		GSE14548
REACTOME_TIE2_SIGNALING	7829	17	200	0	1.00000000	1	0		GSE14548
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	7829	22	200	0	1.00000000	1	0		GSE14548
BIOCARTA_AGPCR_PATHWAY	7829	13	200	0	1.00000000	1	0		GSE14548
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	7829	51	200	0	1.00000000	1	0		GSE14548
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	7829	10	200	0	1.00000000	1	0		GSE14548
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	7829	70	200	0	1.00000000	1	0		GSE14548
BIOCARTA_EIF_PATHWAY	7829	16	200	0	1.00000000	1	0		GSE14548
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	7829	14	200	0	1.00000000	1	0		GSE14548
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	7829	56	200	0	1.00000000	1	0		GSE14548
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	7829	25	200	0	1.00000000	1	0		GSE14548
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	7829	10	200	0	1.00000000	1	0		GSE14548
REACTOME_FANCONI_ANEMIA_PATHWAY	7829	25	200	0	1.00000000	1	0		GSE14548
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	7829	44	200	0	1.00000000	1	0		GSE14548
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	7829	140	200	0	1.00000000	1	0		GSE14548
REACTOME_IL_7_SIGNALING	7829	11	200	0	1.00000000	1	0		GSE14548
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	7829	11	200	0	1.00000000	1	0		GSE14548
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	7829	15	200	0	1.00000000	1	0		GSE14548
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	7829	212	200	0	1.00000000	1	0		GSE14548
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	7829	10	200	0	1.00000000	1	0		GSE14548
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	7829	27	200	0	1.00000000	1	0		GSE14548
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	7829	16	200	0	1.00000000	1	0		GSE14548
KEGG_GNRH_SIGNALING_PATHWAY	7829	101	200	0	1.00000000	1	0		GSE14548
KEGG_FOLATE_BIOSYNTHESIS	7829	11	200	0	1.00000000	1	0		GSE14548
REACTOME_SIGNALING_BY_FGFR_MUTANTS	7829	44	200	0	1.00000000	1	0		GSE14548
KEGG_PROTEIN_EXPORT	7829	24	200	0	1.00000000	1	0		GSE14548
BIOCARTA_IL2_PATHWAY	7829	22	200	0	1.00000000	1	0		GSE14548
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	7829	12	200	0	1.00000000	1	0		GSE14548
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	7829	22	200	0	1.00000000	1	0		GSE14548
BIOCARTA_MONOCYTE_PATHWAY	7829	11	200	0	1.00000000	1	0		GSE14548
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	7829	17	200	0	1.00000000	1	0		GSE14548
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	7829	14	200	0	1.00000000	1	0		GSE14548
BIOCARTA_HER2_PATHWAY	7829	22	200	0	1.00000000	1	0		GSE14548
BIOCARTA_AHSP_PATHWAY	7829	13	200	0	1.00000000	1	0		GSE14548
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	7829	22	200	0	1.00000000	1	0		GSE14548
REACTOME_ARMS_MEDIATED_ACTIVATION	7829	17	200	0	1.00000000	1	0		GSE14548
