##Name	Total_Item	Num_item	Num_list	Num_list_item	Ori_p	Adj_p	Enrich_score	Gene_list
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	7829	12	200	0	1.00000000	1	0	
BIOCARTA_CCR3_PATHWAY	7829	23	200	0	1.00000000	1	0	
REACTOME_SIGNALING_BY_NOTCH3	7829	12	200	0	1.00000000	1	0	
REACTOME_BETA_DEFENSINS	7829	42	200	0	1.00000000	1	0	
REACTOME_IL_6_SIGNALING	7829	11	200	0	1.00000000	1	0	
BIOCARTA_CTLA4_PATHWAY	7829	21	200	0	1.00000000	1	0	
BIOCARTA_ETC_PATHWAY	7829	12	200	0	1.00000000	1	0	
REACTOME_RNA_POL_III_CHAIN_ELONGATION	7829	17	200	0	1.00000000	1	0	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	7829	26	200	0	1.00000000	1	0	
REACTOME_HIV_LIFE_CYCLE	7829	125	200	0	1.00000000	1	0	
BIOCARTA_SARS_PATHWAY	7829	10	200	0	1.00000000	1	0	
REACTOME_INTERFERON_GAMMA_SIGNALING	7829	63	200	0	1.00000000	1	0	
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	7829	15	200	0	1.00000000	1	0	
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	7829	21	200	0	1.00000000	1	0	
BIOCARTA_IL10_PATHWAY	7829	17	200	0	1.00000000	1	0	
BIOCARTA_RHO_PATHWAY	7829	32	200	0	1.00000000	1	0	
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	7829	17	200	0	1.00000000	1	0	
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	7829	28	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	7829	84	200	0	1.00000000	1	0	
REACTOME_REGULATORY_RNA_PATHWAYS	7829	26	200	0	1.00000000	1	0	
REACTOME_SIGNALING_BY_NOTCH4	7829	12	200	0	1.00000000	1	0	
BIOCARTA_TRKA_PATHWAY	7829	12	200	0	1.00000000	1	0	
BIOCARTA_THELPER_PATHWAY	7829	14	200	0	1.00000000	1	0	
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	7829	65	200	0	1.00000000	1	0	
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	7829	60	200	0	1.00000000	1	0	
BIOCARTA_CACAM_PATHWAY	7829	16	200	0	1.00000000	1	0	
REACTOME_INFLAMMASOMES	7829	17	200	0	1.00000000	1	0	
BIOCARTA_MCM_PATHWAY	7829	18	200	0	1.00000000	1	0	
KEGG_NON_SMALL_CELL_LUNG_CANCER	7829	54	200	0	1.00000000	1	0	
REACTOME_PROSTANOID_LIGAND_RECEPTORS	7829	10	200	0	1.00000000	1	0	
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	7829	29	200	0	1.00000000	1	0	
BIOCARTA_ATRBRCA_PATHWAY	7829	21	200	0	1.00000000	1	0	
BIOCARTA_GABA_PATHWAY	7829	10	200	0	1.00000000	1	0	
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	7829	57	200	0	1.00000000	1	0	
REACTOME_INFLUENZA_LIFE_CYCLE	7829	203	200	0	1.00000000	1	0	
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	7829	18	200	0	1.00000000	1	0	
REACTOME_MEMBRANE_TRAFFICKING	7829	129	200	0	1.00000000	1	0	
REACTOME_APOPTOSIS	7829	148	200	0	1.00000000	1	0	
BIOCARTA_VEGF_PATHWAY	7829	29	200	0	1.00000000	1	0	
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	7829	176	200	0	1.00000000	1	0	
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	7829	10	200	0	1.00000000	1	0	
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	7829	18	200	0	1.00000000	1	0	
KEGG_N_GLYCAN_BIOSYNTHESIS	7829	46	200	0	1.00000000	1	0	
BIOCARTA_MTA3_PATHWAY	7829	19	200	0	1.00000000	1	0	
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	7829	89	200	0	1.00000000	1	0	
BIOCARTA_RARRXR_PATHWAY	7829	15	200	0	1.00000000	1	0	
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	7829	15	200	0	1.00000000	1	0	
REACTOME_SEROTONIN_RECEPTORS	7829	12	200	0	1.00000000	1	0	
BIOCARTA_RAC1_PATHWAY	7829	23	200	0	1.00000000	1	0	
REACTOME_NCAM1_INTERACTIONS	7829	39	200	0	1.00000000	1	0	
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	7829	14	200	0	1.00000000	1	0	
KEGG_ARACHIDONIC_ACID_METABOLISM	7829	58	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	7829	18	200	0	1.00000000	1	0	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	7829	55	200	0	1.00000000	1	0	
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	7829	38	200	0	1.00000000	1	0	
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	7829	23	200	0	1.00000000	1	0	
KEGG_ASTHMA	7829	30	200	0	1.00000000	1	0	
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING	7829	11	200	0	1.00000000	1	0	
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	7829	13	200	0	1.00000000	1	0	
REACTOME_PURINE_SALVAGE	7829	13	200	0	1.00000000	1	0	
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	7829	15	200	0	1.00000000	1	0	
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	7829	79	200	0	1.00000000	1	0	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	7829	22	200	0	1.00000000	1	0	
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	7829	56	200	0	1.00000000	1	0	
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	7829	16	200	0	1.00000000	1	0	
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	7829	27	200	0	1.00000000	1	0	
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	7829	12	200	0	1.00000000	1	0	
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	7829	13	200	0	1.00000000	1	0	
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	7829	34	200	0	1.00000000	1	0	
REACTOME_POL_SWITCHING	7829	13	200	0	1.00000000	1	0	
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	7829	168	200	0	1.00000000	1	0	
REACTOME_METABOLISM_OF_NON_CODING_RNA	7829	49	200	0	1.00000000	1	0	
REACTOME_MRNA_3_END_PROCESSING	7829	35	200	0	1.00000000	1	0	
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	7829	34	200	0	1.00000000	1	0	
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	7829	27	200	0	1.00000000	1	0	
BIOCARTA_CDK5_PATHWAY	7829	11	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	7829	11	200	0	1.00000000	1	0	
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	7829	30	200	0	1.00000000	1	0	
BIOCARTA_CSK_PATHWAY	7829	24	200	0	1.00000000	1	0	
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	7829	33	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	7829	17	200	0	1.00000000	1	0	
REACTOME_SIGNALING_BY_WNT	7829	65	200	0	1.00000000	1	0	
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	7829	12	200	0	1.00000000	1	0	
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	7829	41	200	0	1.00000000	1	0	
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	7829	14	200	0	1.00000000	1	0	
REACTOME_DSCAM_INTERACTIONS	7829	11	200	0	1.00000000	1	0	
BIOCARTA_IL7_PATHWAY	7829	17	200	0	1.00000000	1	0	
BIOCARTA_IL4_PATHWAY	7829	11	200	0	1.00000000	1	0	
BIOCARTA_PITX2_PATHWAY	7829	15	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	7829	31	200	0	1.00000000	1	0	
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	7829	169	200	0	1.00000000	1	0	
BIOCARTA_IL2RB_PATHWAY	7829	38	200	0	1.00000000	1	0	
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	7829	9	200	0	1.00000000	1	0	
KEGG_PYRUVATE_METABOLISM	7829	40	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_IFNG_SIGNALING	7829	14	200	0	1.00000000	1	0	
BIOCARTA_CREB_PATHWAY	7829	27	200	0	1.00000000	1	0	
REACTOME_INTRINSIC_PATHWAY	7829	17	200	0	1.00000000	1	0	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	7829	15	200	0	1.00000000	1	0	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	7829	25	200	0	1.00000000	1	0	
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	7829	17	200	0	1.00000000	1	0	
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	7829	18	200	0	1.00000000	1	0	
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	7829	13	200	0	1.00000000	1	0	
BIOCARTA_TOB1_PATHWAY	7829	21	200	0	1.00000000	1	0	
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	7829	104	200	0	1.00000000	1	0	
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	7829	24	200	0	1.00000000	1	0	
REACTOME_OLFACTORY_SIGNALING_PATHWAY	7829	328	200	0	1.00000000	1	0	
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	7829	13	200	0	1.00000000	1	0	
BIOCARTA_NKT_PATHWAY	7829	29	200	0	1.00000000	1	0	
BIOCARTA_BIOPEPTIDES_PATHWAY	7829	45	200	0	1.00000000	1	0	
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	7829	10	200	0	1.00000000	1	0	
REACTOME_COMMON_PATHWAY	7829	14	200	0	1.00000000	1	0	
KEGG_SPLICEOSOME	7829	128	200	0	1.00000000	1	0	
BIOCARTA_CLASSIC_PATHWAY	7829	14	200	0	1.00000000	1	0	
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	7829	11	200	0	1.00000000	1	0	
REACTOME_CHOLESTEROL_BIOSYNTHESIS	7829	24	200	0	1.00000000	1	0	
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	7829	18	200	0	1.00000000	1	0	
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	7829	132	200	0	1.00000000	1	0	
BIOCARTA_LYM_PATHWAY	7829	11	200	0	1.00000000	1	0	
KEGG_RETINOL_METABOLISM	7829	64	200	0	1.00000000	1	0	
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	7829	81	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	7829	10	200	0	1.00000000	1	0	
KEGG_BASAL_TRANSCRIPTION_FACTORS	7829	36	200	0	1.00000000	1	0	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	7829	31	200	0	1.00000000	1	0	
BIOCARTA_FREE_PATHWAY	7829	10	200	0	1.00000000	1	0	
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	7829	104	200	0	1.00000000	1	0	
BIOCARTA_ERYTH_PATHWAY	7829	15	200	0	1.00000000	1	0	
REACTOME_SIGNAL_ATTENUATION	7829	14	200	0	1.00000000	1	0	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	7829	15	200	0	1.00000000	1	0	
REACTOME_GLYCOLYSIS	7829	29	200	0	1.00000000	1	0	
BIOCARTA_ARAP_PATHWAY	7829	18	200	0	1.00000000	1	0	
REACTOME_MTORC1_MEDIATED_SIGNALLING	7829	11	200	0	1.00000000	1	0	
REACTOME_HS_GAG_BIOSYNTHESIS	7829	31	200	0	1.00000000	1	0	
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	7829	51	200	0	1.00000000	1	0	
REACTOME_GLUCONEOGENESIS	7829	34	200	0	1.00000000	1	0	
KEGG_PROTEASOME	7829	48	200	0	1.00000000	1	0	
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	7829	11	200	0	1.00000000	1	0	
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	7829	21	200	0	1.00000000	1	0	
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	7829	54	200	0	1.00000000	1	0	
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	7829	23	200	0	1.00000000	1	0	
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	7829	11	200	0	1.00000000	1	0	
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	7829	14	200	0	1.00000000	1	0	
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	7829	48	200	0	1.00000000	1	0	
REACTOME_PYRIMIDINE_CATABOLISM	7829	12	200	0	1.00000000	1	0	
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	7829	22	200	0	1.00000000	1	0	
REACTOME_PYRUVATE_METABOLISM	7829	19	200	0	1.00000000	1	0	
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	7829	22	200	0	1.00000000	1	0	
BIOCARTA_CFTR_PATHWAY	7829	12	200	0	1.00000000	1	0	
REACTOME_KERATAN_SULFATE_DEGRADATION	7829	11	200	0	1.00000000	1	0	
REACTOME_IL_RECEPTOR_SHC_SIGNALING	7829	27	200	0	1.00000000	1	0	
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	7829	51	200	0	1.00000000	1	0	
REACTOME_OPSINS	7829	10	200	0	1.00000000	1	0	
BIOCARTA_CXCR4_PATHWAY	7829	24	200	0	1.00000000	1	0	
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	7829	14	200	0	1.00000000	1	0	
REACTOME_NEP_NS2_INTERACTS_WITH_THE_CELLULAR_EXPORT_MACHINERY	7829	27	200	0	1.00000000	1	0	
REACTOME_UNWINDING_OF_DNA	7829	11	200	0	1.00000000	1	0	
REACTOME_GAP_JUNCTION_TRAFFICKING	7829	27	200	0	1.00000000	1	0	
REACTOME_STEROID_HORMONES	7829	29	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	7829	16	200	0	1.00000000	1	0	
BIOCARTA_IGF1MTOR_PATHWAY	7829	20	200	0	1.00000000	1	0	
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	7829	38	200	0	1.00000000	1	0	
KEGG_ALLOGRAFT_REJECTION	7829	38	200	0	1.00000000	1	0	
REACTOME_DOWNSTREAM_TCR_SIGNALING	7829	37	200	0	1.00000000	1	0	
REACTOME_PURINE_METABOLISM	7829	33	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	7829	14	200	0	1.00000000	1	0	
BIOCARTA_NDKDYNAMIN_PATHWAY	7829	21	200	0	1.00000000	1	0	
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	7829	29	200	0	1.00000000	1	0	
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	7829	14	200	0	1.00000000	1	0	
BIOCARTA_FMLP_PATHWAY	7829	39	200	0	1.00000000	1	0	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	7829	44	200	0	1.00000000	1	0	
BIOCARTA_CELL2CELL_PATHWAY	7829	14	200	0	1.00000000	1	0	
REACTOME_TRANSLATION	7829	222	200	0	1.00000000	1	0	
REACTOME_GLUCOSE_METABOLISM	7829	69	200	0	1.00000000	1	0	
BIOCARTA_VIP_PATHWAY	7829	29	200	0	1.00000000	1	0	
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	7829	65	200	0	1.00000000	1	0	
BIOCARTA_MYOSIN_PATHWAY	7829	31	200	0	1.00000000	1	0	
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	7829	30	200	0	1.00000000	1	0	
BIOCARTA_NFAT_PATHWAY	7829	56	200	0	1.00000000	1	0	
KEGG_GRAFT_VERSUS_HOST_DISEASE	7829	42	200	0	1.00000000	1	0	
BIOCARTA_PGC1A_PATHWAY	7829	26	200	0	1.00000000	1	0	
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	7829	19	200	0	1.00000000	1	0	
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	7829	18	200	0	1.00000000	1	0	
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	7829	35	200	0	1.00000000	1	0	
KEGG_SULFUR_METABOLISM	7829	13	200	0	1.00000000	1	0	
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	7829	24	200	0	1.00000000	1	0	
KEGG_DNA_REPLICATION	7829	36	200	0	1.00000000	1	0	
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	7829	12	200	0	1.00000000	1	0	
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	7829	141	200	0	1.00000000	1	0	
BIOCARTA_SHH_PATHWAY	7829	16	200	0	1.00000000	1	0	
REACTOME_INTERFERON_SIGNALING	7829	159	200	0	1.00000000	1	0	
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	7829	176	200	0	1.00000000	1	0	
BIOCARTA_TGFB_PATHWAY	7829	19	200	0	1.00000000	1	0	
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	7829	30	200	0	1.00000000	1	0	
KEGG_TYPE_II_DIABETES_MELLITUS	7829	47	200	0	1.00000000	1	0	
REACTOME_GLUCURONIDATION	7829	18	200	0	1.00000000	1	0	
REACTOME_DAG_AND_IP3_SIGNALING	7829	32	200	0	1.00000000	1	0	
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	7829	10	200	0	1.00000000	1	0	
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	7829	10	200	0	1.00000000	1	0	
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	7829	23	200	0	1.00000000	1	0	
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	7829	43	200	0	1.00000000	1	0	
REACTOME_DEFENSINS	7829	51	200	0	1.00000000	1	0	
KEGG_PEROXISOME	7829	78	200	0	1.00000000	1	0	
BIOCARTA_RANKL_PATHWAY	7829	14	200	0	1.00000000	1	0	
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	7829	33	200	0	1.00000000	1	0	
KEGG_CARDIAC_MUSCLE_CONTRACTION	7829	80	200	0	1.00000000	1	0	
REACTOME_METABOLISM_OF_POLYAMINES	7829	15	200	0	1.00000000	1	0	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	7829	79	200	0	1.00000000	1	0	
REACTOME_MICRORNA_MIRNA_BIOGENESIS	7829	23	200	0	1.00000000	1	0	
BIOCARTA_MCALPAIN_PATHWAY	7829	25	200	0	1.00000000	1	0	
BIOCARTA_BARRESTIN_SRC_PATHWAY	7829	15	200	0	1.00000000	1	0	
BIOCARTA_EPHA4_PATHWAY	7829	10	200	0	1.00000000	1	0	
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	7829	11	200	0	1.00000000	1	0	
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	7829	44	200	0	1.00000000	1	0	
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	7829	14	200	0	1.00000000	1	0	
KEGG_OTHER_GLYCAN_DEGRADATION	7829	16	200	0	1.00000000	1	0	
REACTOME_CS_DS_DEGRADATION	7829	12	200	0	1.00000000	1	0	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	7829	24	200	0	1.00000000	1	0	
BIOCARTA_LECTIN_PATHWAY	7829	12	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	7829	26	200	0	1.00000000	1	0	
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	7829	14	200	0	1.00000000	1	0	
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	7829	46	200	0	1.00000000	1	0	
BIOCARTA_SET_PATHWAY	7829	11	200	0	1.00000000	1	0	
REACTOME_INSULIN_RECEPTOR_RECYCLING	7829	23	200	0	1.00000000	1	0	
KEGG_PRIMARY_IMMUNODEFICIENCY	7829	35	200	0	1.00000000	1	0	
BIOCARTA_PLATELETAPP_PATHWAY	7829	14	200	0	1.00000000	1	0	
REACTOME_MRNA_SPLICING	7829	111	200	0	1.00000000	1	0	
BIOCARTA_TALL1_PATHWAY	7829	15	200	0	1.00000000	1	0	
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	7829	26	200	0	1.00000000	1	0	
BIOCARTA_SODD_PATHWAY	7829	10	200	0	1.00000000	1	0	
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	7829	15	200	0	1.00000000	1	0	
BIOCARTA_VDR_PATHWAY	7829	12	200	0	1.00000000	1	0	
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	7829	15	200	0	1.00000000	1	0	
BIOCARTA_TFF_PATHWAY	7829	21	200	0	1.00000000	1	0	
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	7829	16	200	0	1.00000000	1	0	
BIOCARTA_LEPTIN_PATHWAY	7829	11	200	0	1.00000000	1	0	
REACTOME_PACKAGING_OF_TELOMERE_ENDS	7829	48	200	0	1.00000000	1	0	
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	7829	11	200	0	1.00000000	1	0	
KEGG_OLFACTORY_TRANSDUCTION	7829	389	200	0	1.00000000	1	0	
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	7829	41	200	0	1.00000000	1	0	
REACTOME_MRNA_CAPPING	7829	30	200	0	1.00000000	1	0	
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	7829	12	200	0	1.00000000	1	0	
REACTOME_SIGNALING_BY_NOTCH1	7829	70	200	0	1.00000000	1	0	
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	7829	48	200	0	1.00000000	1	0	
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	7829	27	200	0	1.00000000	1	0	
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	7829	10	200	0	1.00000000	1	0	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	7829	71	200	0	1.00000000	1	0	
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	7829	33	200	0	1.00000000	1	0	
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	7829	36	200	0	1.00000000	1	0	
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	7829	10	200	0	1.00000000	1	0	
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	7829	52	200	0	1.00000000	1	0	
BIOCARTA_CTL_PATHWAY	7829	15	200	0	1.00000000	1	0	
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	7829	12	200	0	1.00000000	1	0	
BIOCARTA_PAR1_PATHWAY	7829	37	200	0	1.00000000	1	0	
BIOCARTA_MAL_PATHWAY	7829	19	200	0	1.00000000	1	0	
KEGG_TRYPTOPHAN_METABOLISM	7829	40	200	0	1.00000000	1	0	
BIOCARTA_AMI_PATHWAY	7829	20	200	0	1.00000000	1	0	
REACTOME_BOTULINUM_NEUROTOXICITY	7829	19	200	0	1.00000000	1	0	
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	7829	18	200	0	1.00000000	1	0	
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	7829	98	200	0	1.00000000	1	0	
REACTOME_P38MAPK_EVENTS	7829	13	200	0	1.00000000	1	0	
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	7829	45	200	0	1.00000000	1	0	
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	7829	27	200	0	1.00000000	1	0	
BIOCARTA_PARKIN_PATHWAY	7829	13	200	0	1.00000000	1	0	
REACTOME_PLATELET_SENSITIZATION_BY_LDL	7829	16	200	0	1.00000000	1	0	
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	7829	67	200	0	1.00000000	1	0	
REACTOME_P75NTR_SIGNALS_VIA_NFKB	7829	14	200	0	1.00000000	1	0	
REACTOME_REGULATION_OF_APOPTOSIS	7829	58	200	0	1.00000000	1	0	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	7829	56	200	0	1.00000000	1	0	
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	7829	12	200	0	1.00000000	1	0	
KEGG_SELENOAMINO_ACID_METABOLISM	7829	26	200	0	1.00000000	1	0	
BIOCARTA_PTDINS_PATHWAY	7829	23	200	0	1.00000000	1	0	
REACTOME_TRANSCRIPTION	7829	210	200	0	1.00000000	1	0	
