GeneSet_des	Ori_p	Adj_p	gsSize	gsSize_net	intSize	intSize_net	OverlapSize	InterestingGeneListID	Essential overlapped genes (sorted by weight)	Essential neighbor genes (sorted by weight)
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.88	1	74	64	180	166	1	GSE3744		GTF2I,MTDH,STX6,RPL11,MELK,RPS3A,RPL14,BTAF1,PSMD14,DNAJC3,TWISTNB,SMC4,CRYAB,LMNB1,PSMA7,GLTSCR2,LSM14B,CCDC50,NAB1,EFHA2,PPME1,GPRASP2,GPRASP1,GNG7,ITM2A,AMIGO2,FOXN3,RCSD1,ODZ2,TRPC1,EGR1,USP31,FIGF,EDNRB,CX3CL1,EBF1,CBX7,LHFP,CHRDL1,S100P,PLEKHH2
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	0.88	1	14	12	180	166	0	GSE3744		FAM176A,PEAR1,PAMR1,GPC3,EDNRB,FXYD1,EGF,PALMD,FIGF,CHI3L1
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.88	1	15	13	180	166	0	GSE3744		GLB1,RPL14,PSMA7,MTDH,DNAJC3,STX6,RPS3A,GTF2I,RPL11,DMD,LHFPL2,TWISTNB,CBFA2T3,KIF2C,MRPL14,DUT,D4S234E,GLTSCR2,CX3CL1,FAM176A,HJURP,ZWILCH,NAB1,EFHA2,GPRASP1,TRPC1
REACTOME_GLYCOLYSIS	0.88	1	29	24	180	166	0	GSE3744		RPL14,RPS3A,RPL11,GTF2I,PSMA7,PSMD14,GLB1,CRYAB,MRPL14,STX6,DUT,ABCB1,LMNB1,KIF2C,MTDH,CCNB1,ANLN,DMD,PPME1,CEP55,ICMT,MOCS1,ACOT12,UBE2C,ATAD2,ZNF524,EGF,DBNL,FIGF,CLDN11,PAMR1,TRIP13,DHRS13
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.88	1	11	10	180	166	0	GSE3744		MELK,LMNB1,USP31,GTF2IRD1,EFHA2,DMD,CSRNP3,ANLN,LAMA3
REACTOME_SIGNAL_ATTENUATION	0.88	1	14	13	180	166	0	GSE3744		DUT,GTF2I,RPS3A,PSMA7,RPL14,STX6,MTDH,RPL11,BTAF1,MELK,GLB1,DNAJC3,EGF,ANLN,DMD,PBK,NAB1,DBNL,CRYAB,TMEM206,EFHA2,DENND2A
BIOCARTA_RELA_PATHWAY	0.89	1	16	14	180	166	0	GSE3744		MTDH,RPL14,BTAF1,RPL11,SMC4,RPS3A,CCDC50,TWISTNB,FOXN3,GLB1,INTS7,GTF2I,GNG7,RCSD1,NAB1,AMIGO2,LIFR,HJURP,NUSAP1,KIF20A,WHSC1,MRPL14
BIOCARTA_EPHA4_PATHWAY	0.89	1	10	9	180	166	0	GSE3744		RPS3A,RPL11,SMC4,RPL14,DNAJC3,PEAR1,NAB1,ANLN,DMD,CCNB1,MELK,MTDH,DUT,PSMA7,LAMA3,CX3CL1,RGMA,KIAA1751,EGF
BIOCARTA_EPO_PATHWAY	0.89	1	19	18	180	166	0	GSE3744		RPS3A,GTF2I,STX6,LMNB1,PSMA7,DUT,MTDH,RPL14,PBK,MELK,RPL11,BTAF1,INTS7,SMC4,GLTSCR2,CCNB1,SGOL2,WHSC1,DBNL,CENPA,DNAJC3,TWISTNB,CBX7,CRYAB,KIF20A,SHCBP1,STAT4,TTK,EFHA2,LSM14B,NAB1,MRPL14,ANLN,TMEM206,ODZ2,DHRS13,AMIGO2,GPRASP1,TRPC1,ABCB1,EGR1
BIOCARTA_CDK5_PATHWAY	0.89	1	11	9	180	166	1	GSE3744	EGR1	GTF2I,STX6,PSMA7,MELK,RPS3A,RPL11,CRYAB,RPL14,PBK,BTAF1,DNAJC3,TWISTNB,SMC4,INTS7,CCNB1,LSM14B,EFHA2,LMNB1
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.89	1	32	27	180	166	0	GSE3744		RPL11,RPL14,PSMA7,RPS3A,ATAD2,STX6,ACOT12,INTS7,BTAF1,CCNB1,DUT,TMEM206,MELK,MOCS1,MRPL14,ABCB1,LMNB1,TTK,TRIP13,ICMT,EXO1,CEP55,UBE2C,PALMD,TCF7L1,DHRS13,GPRASP2,CLDN11,EDNRB
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.89	1	54	43	180	166	0	GSE3744		PSMA7,RPL14,RPL11,GTF2I,CRYAB,RPS3A,DMD,ACOT12,C19orf21,GLB1,CHI3L1,DNAJC3,DENND2A,LIFR,ZNF524,GLT8D2,ALKBH2,IL25,PLEKHH2,TCF7L1,KIAA1751,LHFPL2,CHRM5
REACTOME_SYNTHESIS_OF_PE	0.89	1	11	8	180	166	1	GSE3744		GLTSCR2,SMC4,ATAD2,GTF2I,MOCS1
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.89	1	30	24	180	166	0	GSE3744		BTAF1,GTF2I,RPL14,MTDH,RPS3A,RPL11,DNAJC3,SMC4,DUT,LMNB1,GLTSCR2,CRYAB,GLB1,PSMA7,CKAP2,CCNB1,ATAD2,STX6,FOXN3,INTS7,WHSC1,DBNL,TWISTNB,KIF2C,TTK,CEP55,ZWILCH,STAT4,NUSAP1,PBK,EXO1,DENND2A,MELK,SGOL2,DMD,CDKN3,CENPA,KIF20A,UBE2C,SHCBP1,TRIP13,EFHA2,TCF7L1,MME,E2F1,DHRS13,TMEM206,AMIGO2,CDCA8,GLT8D2,CDCA3,RCSD1,KIAA1751,IL11RA,SPRY1,SEMA5A,PDGFD,GTF2IRD1,FXYD1,TBCEL,RGMA,IL25
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.89	1	15	12	180	166	0	GSE3744		MTDH,RPS3A,CCNB1,SMC4,FIGF,RPL11,RPL14,PSMA7,GLB1,NAB1,GTF2IRD1,GLTSCR2,VAPB,DUT,DENND2A,STX6,DMD,PEAR1,ACOT12,ANLN,DBNL,MELK,GYPC,CHI3L1,GPIHBP1,EGF,LPL,GPC3
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.89	1	33	27	180	166	0	GSE3744		DMD,MELK,RPS3A,RPL11,GTF2I,SMC4,STX6,BTAF1,KIF2C,RPL14,MTDH,CHRM5,CRYAB,TWISTNB,CX3CL1,EFHA2,CAPN6,DUT,ITM2A,DNAJC3,HS3ST4,LSM14B,EBF1,MOCS1,CKAP2,CLDN11,PBK,GLB1,NAB1,PNMAL1,GPRASP1,CCNB1IP1,CCDC50,FIGF,GPRASP2,FOXN3,KIAA1751,CBX7,CHRDL1
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	0.89	1	13	10	180	166	0	GSE3744		DNAJC3,GLB1,RPL14,RPS3A,PSMA7,RPL11,MTDH,GTF2I,STX6,DUT,ATAD2,BTAF1,VAPB,LMNB1,GLTSCR2,MRPL14,PSMD14,TRIP13,ZWILCH,CHI3L1,CDKN3
REACTOME_INTERFERON_GAMMA_SIGNALING	0.89	1	63	55	180	166	0	GSE3744		GLTSCR2,MTDH,RPL14,DNAJC3,AMIGO2,MELK,CASP1,FAM176A,LMNB1,NAB1,STAT4,IL11RA,E2F1,EBF1,DMD,RCSD1,HS3ST4,CX3CL1,ITM2A,MOCS1,CCNB1IP1,CHRM5,CCDC50,CRYAB,PDGFD,PAMR1,RGMA,GPIHBP1,PEAR1,SEMA5A,CXCL14
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.89	1	25	19	180	166	0	GSE3744		STX6,RPL14,PSMA7,RPS3A,GTF2I,PSMD14,MTDH,RPL11,GLB1,LMNB1,DMD,MRPL14,DNAJC3,GPRASP2,ABCB1,TRPC1,PLEKHH2,CRYAB,FAM176A,GPRASP1,MOCS1,EDNRB,PPP1R14A,KIAA1751,FXYD1,DENND2A,CDKN3
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.89	1	46	40	180	166	1	GSE3744	LPL	DMD,ABCB1,MTDH,STX6,DENND2A,RPS3A,FIGF,RPL11,LAMA3,CDH12,MOCS1,GTF2I,CRYAB,TCF7L1,ITM2A,PLEKHH2,ACOT12,RELN,PSMA7,DNAJC3,CHRDL1,GAS1,PDGFD,GPRASP1,PEAR1,SCARA5,GLT8D2,PAMR1,CHI3L1,LGR6,FOXN3,SEMA5A,PPL,CX3CL1,CBFA2T3,EGR1,D4S234E
BIOCARTA_TID_PATHWAY	0.9	1	19	17	180	166	0	GSE3744		MTDH,RPL14,GLB1,LMNB1,SMC4,MELK,LIFR,RPL11,NUSAP1,PBK,INTS7,MME,ZWILCH,CENPA,GNG7,KIF20A,RCSD1,CLDN11,LHFPL2,NAB1,UBE2C,CEP55,AMIGO2,E2F1,DHRS13,ALKBH2,CHRM5,TMEM206
BIOCARTA_DC_PATHWAY	0.9	1	22	17	180	166	0	GSE3744		TGFBR3,LHFPL2,STAT4,KIAA1751
BIOCARTA_CALCINEURIN_PATHWAY	0.9	1	21	15	180	166	0	GSE3744		RPS3A,SMC4,GTF2I,RPL11,RPL14,BTAF1,DMD,KIF2C,STX6,MTDH,INTS7,ATAD2,CAPN6,DUT,GLTSCR2,CKAP2,WHSC1,LSM14B,NAB1,TWISTNB,NUSAP1,ICMT,GLB1,STAT4,MELK,LMNB1,EFHA2,TMEM206,CX3CL1,NR2F2,DBNL,AMIGO2,EBF1,TCF7L1,PEAR1
BIOCARTA_KREB_PATHWAY	0.9	1	8	7	180	166	0	GSE3744		PSMA7,RPL14,RPS3A,GTF2I,RPL11,PSMD14,MRPL14,MTDH,INTS7,STX6,DNAJC3,CRYAB,ABCB1,CCNB1,DUT,CBX7,BTAF1,ANLN
BIOCARTA_TFF_PATHWAY	0.9	1	21	17	180	166	0	GSE3744		RPS3A,RPL14,RPL11,PSMA7,GTF2I,STX6,DNAJC3,BTAF1,DUT,MTDH,LMNB1,LIFR,TCF7L1,SPRY1,MELK,GLB1,SMC4,CCNB1,EGF,FOXN3,FAM13A,INTS7,NAB1,PSMD14,DMD,DBNL,TTK,ABCB1,PALMD,PDGFD,SEMA5A,PBK,CRYAB,PPL,EFHA2,CHRDL1,LAMA3,PLEKHH2,LSM14B,GTF2IRD1,PEAR1,IL11RA,GAS1,TMEM206,HOXA5,GLT8D2,FIGF,FAM176A,TRIP13,SPINT2,FXYD1,CXCL14,ANLN,GPC3,MRPL14,SCARA5,TGFBR3
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.9	1	44	35	180	166	0	GSE3744		PSMA7,STX6,GTF2I,RPS3A,MTDH,GLB1,RPL11,RPL14,PSMD14,DNAJC3,NAB1,EFHA2,ITM2A,LSM14B,DHRS13,GPRASP1,MOSPD3,LHFPL2,PDGFD,TRPC1,CRYAB,GPRASP2,DMD,GNG7,PEAR1,ICMT,CHI3L1,FOXN3,CX3CL1,HJURP,PLEKHH2,KLHL13,SEMA5A,PPL,CBX7,KRT15
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	0.9	1	18	16	180	166	0	GSE3744		RPL11,RPS3A,MTDH,RPL14,CCDC50,TWISTNB,BTAF1,GLB1,GNG7,RCSD1,NAB1,AMIGO2,CRYAB,ITM2A,S100P,STX6,FIGF,EDNRB,LHFP,CX3CL1,CHRDL1
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.9	1	81	67	180	166	1	GSE3744		MTDH,PSMA7,GTF2I,RPL14,GLB1,RPS3A,STX6,RPL11,DMD,ANLN,SMC4,DNAJC3,TWISTNB,PSMD14,NAB1,EFHA2,VAPB,LMNB1,BTAF1,GLTSCR2,INTS7,KIF2C,SGOL2,PBK,TTK,ATAD2,CCNB1,DUT,SHCBP1,ZWILCH,TRIP13,ODZ2,FAM13A,STAT4,AMIGO2,CBFA2T3,LHFPL2,DBNL,EXO1,NUSAP1,KIF20A,ABCB1,WHSC1,MELK,CX3CL1,SEMA5A,CRYAB,NAV2,GNG7,CENPA,CEP55,RCSD1,PEAR1,CKAP2,LSM14B,NR2F2,CDKN3,CSRNP3,PNMAL1,TRPC1,MOSPD3,LHFP,CABP7,GPRASP1,CLDN11,PLEKHH2,TBCEL,GTF2IRD1,D4S234E,CBX7,FAM176A,GPRASP2,TCEAL2,C19orf21,GIPC2,FXYD1
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.9	1	57	43	180	166	1	GSE3744	CX3CL1,CCL21	TGFBR3,FIGF,RCSD1,GLT8D2,EGF,CASP1,CHRDL1,TCF7L1,CXCL14
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.9	1	25	20	180	166	0	GSE3744		STAT4,DMD,LMNB1,DNAJC3,MELK,AMIGO2,ITM2A,CX3CL1,CHRM5,HS3ST4,NAB1,EGR1
BIOCARTA_BIOPEPTIDES_PATHWAY	0.91	1	45	34	180	166	1	GSE3744	STAT4	RPS3A,GTF2I,RPL11,MELK,RPL14,STX6,LMNB1,PSMA7,DUT,SMC4,DMD,DNAJC3,MTDH,BTAF1,KIF2C,GLB1,CRYAB,CAPN6,CCNB1,EFHA2,PBK,TWISTNB,ICMT,VAPB,DBNL,EBF1,HS3ST4,CHRM5,LSM14B,ITM2A,CCNB1IP1,MOCS1,CCDC50,CX3CL1,GNG7,NAB1,E2F1,TMEM206,DHRS13,GPRASP1,FAM13A,AMIGO2,TRPC1,ACOT12,GTF2IRD1,FIGF,LIFR
BIOCARTA_FREE_PATHWAY	0.91	1	10	8	180	166	0	GSE3744		RPL14,PSMA7,GLB1,DUT,DHRS13,CHI3L1
BIOCARTA_GLYCOLYSIS_PATHWAY	0.91	1	10	8	180	166	0	GSE3744		RPS3A,RPL11,RPL14,PSMA7,GTF2I,PSMD14,GLB1,MRPL14,LMNB1,DUT,CRYAB,MOCS1,MTDH,DMD,ACOT12,ZNF524,STX6,ICMT,DBNL,DNAJC3
BIOCARTA_IL12_PATHWAY	0.91	1	23	20	180	166	0	GSE3744	STAT4	MELK,LMNB1,DNAJC3,ITM2A,EFHA2,MRPL14,ODZ2,GPRASP1,TRPC1,SGOL2,TGFBR3,ABCB1,PLEKHH2
BIOCARTA_P38MAPK_PATHWAY	0.91	1	40	33	180	166	0	GSE3744		RPL14,MTDH,GTF2I,RPS3A,RPL11,STX6,PSMA7,LMNB1,SMC4,DNAJC3,BTAF1,MELK,FIGF,SGOL2,GLB1,CRYAB,ABCB1,GLTSCR2,NAB1,MRPL14,VAPB,ANLN,CEP55,TGFBR3,EGF,DUT,FOXN3,MME,CCDC50,DMD,CDCA3,STAT4,FAM13A,PDGFD,DBNL,E2F1,EBF1,LAMA3,MAMDC2,CHI3L1,CBX7,ODZ2,LSM14B,CX3CL1,PALMD,FXYD1,DENND2A,TCF7L1,EDNRB,GLT8D2,SEMA5A,LIFR,PLEKHH2,RGMA
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.91	1	27	20	180	166	0	GSE3744		RPL14,RPL11,RPS3A,PSMA7,CCNB1,GLB1,MRPL14,CRYAB,PSMD14,ABCB1,MTDH,DUT,INTS7,LMNB1,EXO1,DNAJC3,TRIP13,CEP55,ZWILCH,SMC4,ICMT,ANLN,WHSC1,GLTSCR2,DHRS13,KIF2C,ATAD2,TMEM206,PALMD,KIF20A,EGF,TWISTNB,FIGF,PBK,CLDN11,PAMR1
REACTOME_SIGNALING_BY_ERBB4	0.91	1	90	67	180	166	1	GSE3744	EGF	RPS3A,GTF2I,STX6,BTAF1,RPL14,MTDH,PSMA7,GLB1,RPL11,DNAJC3,DUT,DMD,SMC4,LMNB1,FOXN3,TWISTNB,PBK,MELK,INTS7,DBNL,TCF7L1,LIFR,FAM13A,NAB1,SPRY1,CRYAB,EFHA2,PPL,LHFPL2,LSM14B,PALMD,PDGFD,SEMA5A,ABCB1,SPINT2,CHRDL1,CBFA2T3,GLT8D2,GTF2IRD1,PLEKHH2,GPRASP1,FAM176A,IL11RA,GAS1,HOXA5,FIGF,CXCL14,FXYD1,D4S234E,IL25,CBX7,AMIGO2,SCARA5,TGFBR3,NR3C2,CD300LG,C5orf4,GPIHBP1
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.91	1	38	29	180	166	0	GSE3744		GLB1,DNAJC3,MTDH,STX6,DMD,PSMA7,LHFPL2,CBFA2T3,MELK,D4S234E,FXYD1,TCF7L1,CX3CL1,FAM176A,HJURP,CHRDL1,IL25,PALMD,GLT8D2,DHRS13,LIFR,AMIGO2,GAS1,C5orf4,SCARA5,TGFBR3,GPIHBP1,NR3C2,CXCL14,CRYAB,CD300LG
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.91	1	12	9	180	166	0	GSE3744		GTF2I,ABCB1,RPL14,PSMA7,RPL11,DNAJC3,GLB1,MTDH,DUT,FAM13A,RPS3A,STX6,CRYAB,LIFR,ANLN,TCEAL2,TRPC1
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.91	1	16	15	180	166	0	GSE3744		KIAA1751,FIGF,GLB1,GLT8D2,ABCB1,CBFA2T3,CX3CL1,FAM176A,RGMA,C19orf21
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.91	1	10	10	180	166	0	GSE3744		GLB1,DNAJC3,MTDH,STX6,PSMA7,LHFPL2,RPL14,DMD,CBFA2T3,ANLN,D4S234E,CX3CL1,FAM176A,HJURP
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.91	1	15	14	180	166	0	GSE3744		DMD,LPL,DENND2A,FIGF,CDH12,PLEKHH2,TCF7L1,GAS1,CRYAB,GLT8D2,PAMR1,CBFA2T3,ABCB1,CHI3L1
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.91	1	23	19	180	166	0	GSE3744		GLB1,STX6,RPL14,GTF2I,PSMA7,MTDH,RPS3A,DMD,RPL11,PSMD14,DNAJC3,KIF2C,TWISTNB,GLTSCR2,BTAF1,DUT,SMC4,LMNB1,MRPL14,PDGFD,ABCB1,TGFBR3,CBX7,CRYAB,MME,CBFA2T3,PRR15,LHFPL2,CHRM5,HS3ST4,LAMA3,ZNF524,CLDN11,GPRASP2
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.91	1	21	20	180	166	0	GSE3744		GTF2I,RPS3A,ATAD2,BTAF1,STX6,CCNB1,PSMD14,PSMA7,SMC4,PPME1,LMNB1,INTS7,RPL14,KIF2C,GLTSCR2,ZWILCH,RPL11,DUT,MTDH,MELK,EFHA2,WHSC1,CKAP2,TWISTNB,DBNL,UBE2C,LSM14B,DNAJC3,PPL,NAB1,TRIP13,TTK,FOXN3,DMD,AMIGO2,GPRASP1,SPINT2,STAT4,GPRASP2,DHRS13,ITM2A
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	0.91	1	21	16	180	166	0	GSE3744		RPL11,RPS3A,RPL14,MTDH,BTAF1,TWISTNB,SMC4,GLB1,CDCA3,GNG7,RCSD1,NAB1,AMIGO2,CRYAB,ITM2A,S100P,STX6,FIGF,EDNRB,LHFP,CX3CL1,CHRDL1
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.91	1	77	65	180	166	1	GSE3744		GTF2I,RPL14,MTDH,STX6,RPS3A,MELK,RPL11,BTAF1,DNAJC3,SMC4,PSMA7,LMNB1,PSMD14,TWISTNB,INTS7,CRYAB,LSM14B,GLTSCR2,CCNB1,NAB1,EFHA2,PPME1,GLB1,MRPL14,KIF2C,GPRASP2,GPRASP1,GNG7,FOXN3,RCSD1,ITM2A,ODZ2,AMIGO2,TRPC1,EGR1,USP31,FIGF,EBF1,EDNRB,CX3CL1,CBX7,LHFP,CHRDL1,S100P,PLEKHH2
BIOCARTA_CACAM_PATHWAY	0.92	1	16	12	180	166	0	GSE3744		SMC4,DMD,RPL11,RPS3A,KIF2C,RPL14,DUT,CAPN6,CKAP2,TWISTNB,GTF2I,MELK,HS3ST4,CCNB1,ATAD2,BTAF1,STX6,NUSAP1,GLB1,CHRM5,EBF1,MOCS1,EFHA2,CX3CL1,ITM2A,CCNB1IP1,CCDC50,PER1,ZNF524,FOXN3,NAB1,CBX7
BIOCARTA_CD40_PATHWAY	0.92	1	15	13	180	166	0	GSE3744		RPL14,RPL11,MTDH,RPS3A,BTAF1,SMC4,TWISTNB,GTF2I,INTS7,GNG7,RCSD1,GLB1,NAB1,AMIGO2
BIOCARTA_ETC_PATHWAY	0.92	1	12	11	180	166	0	GSE3744		PSMA7,RPL14,RPL11,GTF2I,RPS3A,MRPL14,PSMD14,DUT,LMNB1,MTDH,CCNB1,DNAJC3,STX6,INTS7,ABCB1,GLB1,BTAF1,MELK,GLTSCR2,CRYAB,CBX7,NAB1
BIOCARTA_IL4_PATHWAY	0.92	1	11	10	180	166	0	GSE3744		MTDH,BTAF1,RPS3A,GLTSCR2,GTF2I,RPL14,STX6,DUT,PSMA7,MELK,DBNL,GLB1,NAB1,RPL11,PPL,DNAJC3,SMC4,TWISTNB,TTK,SPINT2,AMIGO2,RCSD1
BIOCARTA_NO2IL12_PATHWAY	0.92	1	17	17	180	166	0	GSE3744	STAT4	SCARA5,ITM2A,MELK,TGFBR3,LMNB1,IL25
BIOCARTA_NKT_PATHWAY	0.92	1	29	27	180	166	0	GSE3744		FIGF,TGFBR3,EGF,ITM2A,CRYAB,AMIGO2,SCARA5,RCSD1,PDGFD,MAMDC2,STAT4,CHI3L1,LAMA3,DENND2A,TCF7L1,EDNRB,GLT8D2,SEMA5A,LIFR,PALMD,RGMA,CX3CL1,CASP1
BIOCARTA_TGFB_PATHWAY	0.92	1	19	15	180	166	0	GSE3744		FIGF,MTDH,BTAF1,GTF2I,STX6,TGFBR3,CRYAB,FOXN3,EGF,SMC4,DMD,LAMA3,PDGFD,CHI3L1,MAMDC2,NAV2,EFHA2,LIFR,GPRASP1,GPRASP2,DENND2A,TCF7L1,HJURP,EDNRB,GLT8D2,CLDN11,SEMA5A,PALMD,PPL,RGMA,CX3CL1,TRPC1,CD300LG
BIOCARTA_CTLA4_PATHWAY	0.92	1	21	17	180	166	0	GSE3744		RPS3A,AMIGO2,STAT4,GLTSCR2,BTAF1,RPL11,ITM2A,MELK,RPL14,DNAJC3,MTDH,FAM176A,STX6,FOXN3,DBNL,SCARA5
BIOCARTA_TPO_PATHWAY	0.92	1	24	22	180	166	0	GSE3744		RPS3A,RPL14,GTF2I,MTDH,RPL11,BTAF1,LMNB1,STX6,DNAJC3,PSMA7,MELK,DUT,SMC4,INTS7,PBK,DBNL,GLTSCR2,PSMD14,GLB1,CRYAB,CCNB1,SGOL2,NAB1,FOXN3,CENPA,STAT4,CBX7,EFHA2,TWISTNB,KIF20A,ANLN,LSM14B,SHCBP1,TMEM206,E2F1,DHRS13,AMIGO2,ODZ2,EGR1
KEGG_ETHER_LIPID_METABOLISM	0.92	1	33	30	180	166	3	GSE3744	PPAP2B,PPAP2A	GLB1,PDGFD,LHFPL2,STC2,FIGF,KIAA1751,ZNF524,ABCB1,GLT8D2,DENND2A,CX3CL1,FAM176A,EBF1,DHRS13,RGMA,CBFA2T3,DBNL,C19orf21
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.92	1	13	12	180	166	1	GSE3744	PER1	GTF2I,DNAJC3,MELK,SEMA5A,EFHA2,GLB1,GPRASP1,DMD,MTDH,NAB1,STX6,CRYAB,CBX7,DENND2A
REACTOME_SIGNALLING_TO_RAS	0.92	1	27	23	180	166	1	GSE3744		RPL14,STX6,GTF2I,RPS3A,PSMA7,MTDH,DNAJC3,RPL11,DUT,BTAF1,MELK,SMC4,LMNB1,PBK,PSMD14,INTS7,CCNB1,GLB1,GLTSCR2,CRYAB,ANLN,WHSC1,TWISTNB,DMD,LSM14B,CKAP2,NUSAP1,NAB1,KIF20A,EFHA2,TTK,DBNL,TMEM206,LHFPL2,ICMT,DENND2A,SPINT2,LAMA3
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.92	1	15	13	180	166	0	GSE3744		RPL14,RPS3A,GTF2I,STX6,PSMA7,RPL11,PSMD14,GLB1,MTDH,DUT,MELK,ATAD2,VAPB,SMC4,DNAJC3,NAB1,WHSC1,BTAF1,CRYAB,LMNB1,MRPL14,TWISTNB,ANLN,DMD,FAM13A,SEMA5A
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR	0.92	1	12	10	180	166	0	GSE3744		MTDH,BTAF1,RPS3A,RPL14,DNAJC3,TWISTNB,PSMA7,KIF2C,GLB1,GTF2I,NAB1,GPC3,DUT,GLTSCR2,MRPL14,INTS7,RPL11,DMD,STX6,SCARA5,PAMR1,DENND2A,C19orf21
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.92	1	81	70	180	166	0	GSE3744		DNAJC3,RPL14,GLB1,RPL11,RPS3A,PSMA7,MTDH,GTF2I,BTAF1,CCNB1,DUT,SMC4,STX6,TRIP13,MRPL14,ZWILCH,PSMD14,EFHA2,INTS7,ICMT,VAPB,ABCB1,PBK,FOXN3,LSM14B,RCSD1,CHI3L1,NAB1,DHRS13,CBFA2T3,ZNF524,ST6GALNAC5,HS3ST4,TCF7L1,CLDN11,PDGFD,D4S234E
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	0.92	1	11	9	180	166	0	GSE3744		DNAJC3,GLB1,RPS3A,RPL14,PSMA7,RPL11,MTDH,GTF2I,STX6,DUT,ATAD2,BTAF1,VAPB,GLTSCR2,TRIP13,PSMD14,LMNB1,SMC4,MRPL14,CHI3L1
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.92	1	14	13	180	166	0	GSE3744		MTDH,BTAF1,RPL14,GLTSCR2,GTF2I,RPS3A,LMNB1,MELK,RPL11,SMC4,DNAJC3,WHSC1,TWISTNB,NAB1,ATAD2,GLB1,STX6,STAT4,E2F1,RCSD1,AMIGO2,DMD
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.92	1	14	10	180	166	0	GSE3744		BTAF1,RPS3A,GTF2I,TWISTNB,TGFBR3,MTDH,RPL14,KIF2C,DUT,GLTSCR2,MRPL14,LHFPL2,PSMA7,RPL11,DMD,NAB1
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.92	1	10	10	180	166	0	GSE3744		MTDH,RPL11,RPS3A,CCDC50,RPL14,TGFBR3,SMC4,TWISTNB,BTAF1,LHFPL2,GNG7,RCSD1,NAB1,AMIGO2
REACTOME_METABOLISM_OF_PORPHYRINS	0.92	1	14	11	180	166	0	GSE3744		MRPL14,DMD
BIOCARTA_ARAP_PATHWAY	0.93	1	18	13	180	166	0	GSE3744		DNAJC3,GLB1,MTDH,STX6,RPS3A,RPL14,BTAF1,PSMA7,RPL11,GTF2I,LMNB1,ATAD2,ABCB1,CCNB1,SMC4,ICMT,KIF20A,ANLN,SPINT2,TCF7L1,EFHA2,LHFPL2,CHRDL1,STC2,GLT8D2,KIAA1751,DMD,GTF2IRD1,PER1
